,name,link,price,closest_town,region,total_len,easy_len,intermediate_len,difficult_len,geometry,state,website,Latitude,Longtitude,date,time,weather_lat,weather_lon,temperature,feels_like,temp_min,temp_max,temp_description,humidity,cloudiness,wind_speed,daily_chance_snow,hourly_chance_snow
167,Skiland – Mt. Aurora,https://www.skiresort.info/ski-resort/skiland-mt-aurora/,40.0,Fairbanks,Alaska,17.0,4.0,9.0,4.0,,,,,,02/23/21,19:43:00,64.8378,-147.7164,1.1480000000000246,-6.051999999999977,-0.003999999999948045,3.002000000000077,light snow,71.0,90.0,0.53,20.0,0.0
168,Hoodoo Ski Area,https://www.skiresort.info/ski-resort/hoodoo-ski-area/,59.0,Sisters,Oregon,17.0,6.0,8.0,3.0,"[-121.87199999999999, 44.409]",Oregon,,-121.87199999999999,44.409,02/23/21,15:43:00,44.291000000000004,-121.5492,32.55800000000001,23.756000000000032,32.0,33.998000000000026,few clouds,63.0,18.0,3.13,0.0,0.0
169,Alpental,https://www.skiresort.info/ski-resort/alpental/,95.0,North Bend,Washington State,9.6,0.5,2.3,6.8,,,,,,02/23/21,20:43:00,43.4065,-124.2243,43.64600000000005,36.554000000000045,42.008,44.6,overcast clouds,81.0,90.0,3.6,0.0,0.0
170,Eaglecrest – Juneau,https://www.skiresort.info/ski-resort/eaglecrest-juneau/,59.0,Juneau,Alaska,17.0,3.4,6.8,6.8,,,,,,02/23/21,19:43:00,58.3019,-134.4197,29.138000000000048,19.83200000000001,24.008000000000006,35.6,light snow,75.0,90.0,3.6,94.0,99.0
171,Snowy Range,https://www.skiresort.info/ski-resort/snowy-range/,49.0,Centennial,Wyoming,16.5,4.5,9.0,3.0,"[-106.18001008339684, 41.33759991164122]",,,-106.18001008339684,41.33759991164122,02/23/21,21:43:00,39.5792,-104.8769,38.48000000000004,27.302000000000078,30.992,44.00600000000003,few clouds,26.0,20.0,4.12,0.0,0.0
172,Plattekill,https://www.skiresort.info/ski-resort/plattekill/,67.0,Roxbury,The Catskills,16.5,4.5,6.0,6.0,,,,,,02/23/21,23:43:00,44.0945,-72.7329,33.008,26.564000000000032,30.992,35.006000000000036,mist,100.0,90.0,2.4,8.0,64.0
173,Boyne Mountain,https://www.skiresort.info/ski-resort/boyne-mountain/,98.0,Boyne Falls,Michigan,14.0,4.5,6.0,3.5,"[-84.94010068596937, 45.16371656492347]",Michigan,,-84.94010068596937,45.16371656492347,02/23/21,23:43:00,45.1681,-84.9162,30.65,23.341999999999995,30.002000000000077,30.992,light snow,97.0,100.0,2.73,29.0,54.0
174,Blue Knob,https://www.skiresort.info/ski-resort/blue-knob/,75.0,Altoona,Pennsylvania,16.0,5.0,8.0,3.0,"[-78.55926771364906, 40.293710702228424]",Pennsylvania,http://www.blueknob.com/,-78.55926771364906,40.293710702228424,02/23/21,23:43:00,40.5187,-78.3947,39.398000000000025,27.338000000000047,39.00200000000007,39.992,clear sky,60.0,1.0,6.17,8.0,79.0
175,Nub's Nob Ski Area,https://www.skiresort.info/ski-resort/nubs-nob-ski-area/,85.0,Harbor Springs,Michigan,18.9,6.2,9.0,3.7,,,,,,02/23/21,23:43:00,45.4317,-84.992,30.86600000000001,23.648000000000025,30.002000000000077,32.0,overcast clouds,93.0,90.0,2.57,52.0,80.0
176,Labrador Mountain,https://www.skiresort.info/ski-resort/labrador-mountain/,61.0,Tully,Finger Lakes,17.0,6.0,6.0,5.0,"[-76.03824443738323, 42.73683617033067]",New York,https://www.skicny.com/labrador/,-76.03824443738323,42.73683617033067,02/23/21,05:43:00,-17.9333,145.9333,87.69200000000001,91.94000000000004,87.69200000000001,87.69200000000001,clear sky,59.0,9.0,3.32,0.0,0.0
177,Giants Ridge,https://www.skiresort.info/ski-resort/giants-ridge/,58.0,Biwabik,Minnesota,12.0,4.0,5.0,3.0,,,,,,02/23/21,22:43:00,47.533,-92.3402,33.8,26.69000000000002,33.8,33.8,overcast clouds,69.0,90.0,2.06,23.0,0.0
178,Middlebury College Snow Bowl,https://www.skiresort.info/ski-resort/middlebury-college-snow-bowl/,60.0,Hancock,Vermont,15.0,5.0,4.0,6.0,"[-72.95673237563027, 43.93272784537817]",Vermont,,-72.95673237563027,43.93272784537817,02/23/21,23:43:00,41.0167,-83.6666,34.772000000000034,24.98000000000004,32.0,35.996000000000045,clear sky,80.0,1.0,4.63,8.0,41.0
179,Pomerelle,https://www.skiresort.info/ski-resort/pomerelle/,45.0,Malta,Idaho,15.0,4.0,7.0,4.0,,,,,,02/23/21,05:43:00,48.3597,-107.8743,28.4,21.091999999999995,28.4,28.4,overcast clouds,100.0,90.0,2.57,0.0,0.0
180,Sipapu,https://www.skiresort.info/ski-resort/sipapu/,55.0,Vadito,New Mexico,18.0,3.0,7.0,8.0,"[-105.55222420853926, 36.150093892808954]",New Mexico,,-105.55222420853926,36.150093892808954,02/23/21,21:43:00,36.1911,-105.6708,32.342,21.722000000000037,26.996000000000052,37.4,clear sky,48.0,1.0,4.12,0.0,0.0
181,Catamount,https://www.skiresort.info/ski-resort/catamount/,69.0,Great Barrington,Hudson Valley,15.0,8.0,4.0,3.0,,,,,,02/23/21,04:43:00,42.1959,-73.3621,37.16600000000001,23.54000000000002,35.996000000000045,37.99400000000007,broken clouds,1.0,82.0,5.14,0.0,0.0
182,Beech Mountain,https://www.skiresort.info/ski-resort/beech-mountain/,70.0,Banner Elk,North Carolina,14.0,3.0,7.0,4.0,,,,,,02/23/21,23:43:00,36.1632,-81.8715,37.67000000000006,31.94600000000005,35.6,39.00200000000007,clear sky,75.0,1.0,1.54,0.0,0.0
183,Sleeping Giant,https://www.skiresort.info/ski-resort/sleeping-giant/,46.0,Cody,Wyoming,17.0,3.0,8.0,6.0,,,,,,02/23/21,21:43:00,44.5263,-109.0565,26.36600000000001,16.970000000000063,26.006000000000032,26.6,clear sky,36.0,1.0,2.57,28.0,0.0
184,Dollar Mountain – Sun Valley,https://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,139.0,,Idaho,9.0,7.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
185,Whitetail,https://www.skiresort.info/ski-resort/whitetail/,79.0,Mercersburg,Pennsylvania,10.2,1.5,5.6,3.1,,,,,,02/23/21,23:43:00,39.8279,-77.9033,40.352000000000075,31.442,37.99400000000007,42.8,clear sky,56.0,1.0,3.6,0.0,0.0
186,Mt. Ashland,https://www.skiresort.info/ski-resort/mt-ashland/,52.0,Ashland,Oregon,13.0,1.0,7.0,5.0,,,,,,02/23/21,20:43:00,40.8167,-82.2665,37.274000000000015,27.788000000000054,33.008,41.0,broken clouds,65.0,75.0,4.12,0.0,0.0
187,Shanty Creek Resorts – Schuss Mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-schuss-mountain/,73.0,Bellaire,Michigan,12.0,5.0,4.0,3.0,,,,,,02/23/21,22:43:00,29.7058,-95.4588,59.95400000000005,50.95400000000005,57.992,62.00600000000003,broken clouds,82.0,75.0,8.23,0.0,0.0
188,Kelly Canyon,https://www.skiresort.info/ski-resort/kelly-canyon/,42.0,Ririe,Idaho,12.0,4.0,5.0,3.0,,,,,,02/23/21,21:43:00,43.6313,-111.7736,25.718000000000085,17.978000000000065,24.8,26.6,overcast clouds,50.0,90.0,1.54,36.0,0.0
189,Jiminy Peak,https://www.skiresort.info/ski-resort/jiminy-peak/,91.0,Hancock,Massachusetts,9.1,4.1,2.0,3.0,,,,,,02/23/21,23:43:00,41.0167,-83.6666,34.772000000000034,24.98000000000004,32.0,35.996000000000045,clear sky,80.0,1.0,4.63,8.0,41.0
190,Song Mountain,https://www.skiresort.info/ski-resort/song-mountain/,59.0,Tully,Finger Lakes,13.0,4.5,6.0,2.5,"[-76.16071766552183, 42.77205470274995]",New York,,-76.16071766552183,42.77205470274995,02/23/21,05:43:00,-17.9333,145.9333,87.69200000000001,91.94000000000004,87.69200000000001,87.69200000000001,clear sky,59.0,9.0,3.32,0.0,0.0
191,Crotched Mountain,https://www.skiresort.info/ski-resort/crotched-mountain/,69.0,Keene,New Hampshire,8.0,2.5,4.0,1.5,"[-71.87898794152541, 43.00691872796608]",,https://www.crotchedmtn.com/,-71.87898794152541,43.00691872796608,02/23/21,23:43:00,42.9337,-72.2781,32.57600000000009,26.492,32.0,33.998000000000026,overcast clouds,100.0,90.0,2.06,18.0,27.0
192,Mt. Kato,https://www.skiresort.info/ski-resort/mt-kato/,46.0,Mankato,Minnesota,12.0,2.5,4.5,5.0,,,,,,02/23/21,22:43:00,44.1636,-93.9994,35.618000000000094,28.16600000000001,35.006000000000036,35.996000000000045,broken clouds,87.0,75.0,3.09,0.0,0.0
193,Loup Loup Ski Bowl,https://www.skiresort.info/ski-resort/loup-loup-ski-bowl/,50.0,Twisp,Washington State,11.0,3.0,5.0,3.0,"[-119.91890274387754, 48.39162365408163]",,http://www.skitheloup.com,-119.91890274387754,48.39162365408163,,,,,,,,,,,,,,
194,White Pine – Pinedale,https://www.skiresort.info/ski-resort/white-pine-pinedale/,49.0,Pinedale,Wyoming,11.6,3.7,2.6,5.3,,,,,,02/23/21,20:43:00,42.8666,-109.861,8.024000000000013,-1.2099999999999795,5.0,12.2,clear sky,92.0,1.0,2.57,0.0,0.0
195,Caberfae Peaks,https://www.skiresort.info/ski-resort/caberfae-peaks/,59.0,Cadillac,Michigan,11.0,4.0,5.0,2.0,,,,,,02/23/21,23:43:00,44.2519,-85.4012,33.8,26.744000000000078,33.8,33.8,overcast clouds,86.0,90.0,2.55,38.0,72.0
196,Tahoe Donner,https://www.skiresort.info/ski-resort/tahoe-donner/,89.0,Truckee,Lake Tahoe,14.0,6.0,8.0,0.0,"[-120.26408286891387, 39.35085376104871]",,http://www.tahoedonner.com/,-120.26408286891387,39.35085376104871,02/23/21,20:42:00,39.328,-120.1833,29.102000000000075,21.506000000000032,23.0,35.006000000000036,clear sky,68.0,1.0,2.06,0.0,0.0
197,Big Powderhorn Mountain,https://www.skiresort.info/ski-resort/big-powderhorn-mountain/,69.0,Bessemer,Michigan,10.0,3.5,3.5,3.0,"[-90.05136999999999, 46.48117]",Michigan,https://bigpowderhorn.net/,-90.05136999999999,46.48117,02/23/21,22:43:00,33.4018,-86.9544,49.982000000000006,43.39400000000008,44.996000000000045,57.2,clear sky,35.0,1.0,1.54,0.0,0.0
198,Snow King Mountain – Jackson,https://www.skiresort.info/ski-resort/snow-king-mountain-jackson/,59.0,Jackson,Wyoming,9.0,3.0,2.5,3.5,,,,,,02/23/21,23:42:00,42.4165,-122.8345,40.748000000000026,34.898000000000025,39.00200000000007,44.6,overcast clouds,53.0,90.0,1.09,0.0,0.0
199,Bear Creek Mountain Resort,https://www.skiresort.info/ski-resort/bear-creek-mountain-resort/,60.0,Allentown,Pennsylvania,10.0,3.0,4.0,3.0,,,,,,02/23/21,23:43:00,40.6084,-75.4902,40.694000000000074,32.28800000000005,39.992,41.0,clear sky,65.0,1.0,3.6,0.0,0.0
200,Bromley Mountain,https://www.skiresort.info/ski-resort/bromley-mountain/,91.0,Manchester,Vermont,45.0,15.0,18.0,12.0,"[-72.93778544525041, 43.221144172366124]",Vermont,,-72.93778544525041,43.221144172366124,02/23/21,04:43:00,53.4809,-2.2374,53.34800000000003,47.48000000000004,51.99800000000002,53.996000000000045,light rain,87.0,90.0,4.63,0.0,0.0
201,Mt. Bohemia,https://www.skiresort.info/ski-resort/mt-bohemia/,68.0,Mohawk,Michigan,13.0,0.0,3.0,10.0,,,,,,02/23/21,23:43:00,43.0115,-75.00399999999999,35.348000000000035,31.22600000000009,33.998000000000026,37.004000000000055,overcast clouds,88.0,100.0,0.45,41.0,63.0
202,Swain,https://www.skiresort.info/ski-resort/swain/,59.0,Swain,Chautauqua-Allegheny,10.9,3.0,4.2,3.7,,,,,,02/23/21,22:43:00,35.4668,-83.4832,36.392,32.756000000000036,32.0,41.0,clear sky,93.0,1.0,0.36,63.0,99.0
203,Suicide Six,https://www.skiresort.info/ski-resort/suicide-six/,75.0,Woodstock,Vermont,10.5,3.5,4.0,3.0,"[-72.54683679447515, 43.66287666988949]",Vermont,https://www.woodstockinn.com/ski-area,-72.54683679447515,43.66287666988949,02/23/21,23:43:00,43.1334,-80.7497,32.77400000000001,26.852000000000075,32.0,33.998000000000026,overcast clouds,86.0,97.0,1.54,31.0,17.0
204,Teton Pass,https://www.skiresort.info/ski-resort/teton-pass/,50.0,Choteau,Montana,15.0,6.0,5.0,4.0,,,,,,02/23/21,21:43:00,47.8125,-112.1836,27.860000000000078,15.440000000000019,26.996000000000052,28.994000000000078,scattered clouds,52.0,48.0,5.4,8.0,0.0
205,Meadowlark Ski Lodge,https://www.skiresort.info/ski-resort/meadowlark-ski-lodge/,48.0,Ten Sleep,Wyoming,10.0,3.0,4.0,3.0,,,,,,02/23/21,21:43:00,44.0342,-107.448,23.0,17.168000000000085,23.0,23.0,overcast clouds,75.0,100.0,0.41,41.0,0.0
206,Cooper Spur,https://www.skiresort.info/ski-resort/cooper-spur/,39.0,Hood River,Oregon,10.0,4.0,4.0,2.0,,,,,,02/23/21,20:43:00,45.7054,-121.5215,37.004000000000055,31.712000000000053,35.006000000000036,39.00200000000007,broken clouds,87.0,75.0,1.54,45.0,83.0
207,Oak Mountain,https://www.skiresort.info/ski-resort/oak-mountain/,40.0,Speculator,The Adirondacks,12.0,6.0,4.0,2.0,,,,,,02/23/21,23:43:00,43.4975,-74.362,35.33000000000004,30.452000000000076,33.008,37.004000000000055,overcast clouds,83.0,86.0,0.89,64.0,99.0
208,Montage Mountain Resort,https://www.skiresort.info/ski-resort/montage-mountain-resort/,67.0,Scranton,Pennsylvania,9.5,2.0,4.0,3.5,,,,,,02/23/21,23:43:00,41.409,-75.6624,36.122000000000035,25.86200000000006,32.0,39.2,broken clouds,65.0,75.0,4.63,34.0,41.0
209,Whaleback,https://www.skiresort.info/ski-resort/whaleback/,45.0,Enfield,New Hampshire,11.5,5.2,2.8,3.5,,,,,,02/23/21,23:43:00,-34.8526,138.6026,70.05200000000008,58.42400000000002,68.0,71.99600000000005,clear sky,40.0,0.0,8.23,39.0,67.0
210,Soda Springs,https://www.skiresort.info/ski-resort/soda-springs/,54.0,Truckee,Lake Tahoe,10.0,3.0,5.0,2.0,"[-120.38440964516117, 39.318886009677435]",California,http://www.skisodasprings.com,-120.38440964516117,39.318886009677435,02/23/21,20:42:00,39.328,-120.1833,29.102000000000075,21.506000000000032,23.0,35.006000000000036,clear sky,68.0,1.0,2.06,0.0,0.0
211,Mt. Waterman,https://www.skiresort.info/ski-resort/mt-waterman/,60.0,La Cañada Flintridge,California,10.0,2.0,2.0,6.0,"[-117.9306302030074, 34.34679747479021]",California,http://www.mtwaterman.org/,-117.9306302030074,34.34679747479021,02/23/21,20:43:00,34.1992,-118.1879,62.15,57.6680000000001,59.0,66.2,clear sky,26.0,1.0,0.18,0.0,0.0
212,West Mountain,https://www.skiresort.info/ski-resort/west-mountain/,79.0,Glens Falls,The Adirondacks,9.7,5.9,2.1,1.7,,,,,,02/23/21,23:43:00,43.3095,-73.64399999999999,34.754000000000055,27.356000000000034,32.0,37.4,overcast clouds,75.0,90.0,2.57,23.0,79.0
213,Spout Springs  (temporarily closed),https://www.skiresort.info/ski-resort/spout-springs/,35.0,Weston,Oregon,9.5,3.0,5.0,1.5,,,,,,02/23/21,06:43:00,26.1004,-80.3998,71.816,72.392,71.00600000000003,73.00400000000005,clear sky,78.0,1.0,3.6,0.0,0.0
214,Pine Mountain,https://www.skiresort.info/ski-resort/pine-mountain/,45.0,Iron Mountain,Michigan,9.5,2.5,5.5,1.5,,,,,,02/23/21,20:43:00,45.8202,-88.066,34.86200000000006,26.36600000000001,33.998000000000026,35.996000000000045,light snow,64.0,90.0,3.09,0.0,0.0
215,Liberty Mountain,https://www.skiresort.info/ski-resort/liberty-mountain/,77.0,Fairfield,Pennsylvania,9.0,3.0,4.0,2.0,"[-77.3684002381818, 39.75936344272728]",Pennsylvania,,-77.3684002381818,39.75936344272728,02/23/21,20:43:00,41.2668,-73.3162,41.090000000000025,30.32600000000009,39.00200000000007,42.8,clear sky,56.0,1.0,5.14,0.0,0.0
216,Marquette Mountain,https://www.skiresort.info/ski-resort/marquette-mountain/,54.0,Marquette,Michigan,10.0,1.5,5.0,3.5,"[-87.42100963404259, 46.504952516170206]",Michigan,,-87.42100963404259,46.504952516170206,02/23/21,23:43:00,46.5333,-87.6335,30.65,25.412000000000052,28.994000000000078,32.0,overcast clouds,82.0,100.0,0.68,22.0,0.0
217,Anthony Lakes Mountain Resort,https://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,40.0,Baker City,Oregon,10.0,2.0,3.8,4.2,"[-118.2399260405556, 44.96044044777777]",Oregon,https://anthonylakes.com/,-118.2399260405556,44.96044044777777,02/23/21,20:43:00,44.7749,-117.8344,29.264000000000035,21.05600000000003,28.00400000000005,30.2,snow,69.0,20.0,2.57,41.0,27.0
218,Anthony Lakes Mountain Resort,https://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,40.0,Baker City,Oregon,10.0,2.0,3.8,4.2,"[-118.2348, 44.9637]",Oregon,,-118.2348,44.9637,02/23/21,20:43:00,44.7749,-117.8344,29.264000000000035,21.05600000000003,28.00400000000005,30.2,snow,69.0,20.0,2.57,41.0,27.0
219,Otsego – Gaylord,https://www.skiresort.info/ski-resort/otsego-gaylord/,65.0,Gaylord,Michigan,7.0,3.0,2.0,2.0,,,,,,02/23/21,23:43:00,45.0275,-84.6748,32.918000000000085,26.6,32.0,33.8,light snow,75.0,75.0,1.54,0.0,0.0
220,Big Squaw,https://www.skiresort.info/ski-resort/big-squaw/,30.0,Bangor,Maine,8.0,3.0,3.0,2.0,"[-69.70281991142855, 45.50191943047622]",Maine,http://www.skibigsquaw.com/,-69.70281991142855,45.50191943047622,02/23/21,04:43:00,54.6534,-5.669,48.56000000000007,35.24000000000002,48.00200000000007,50.0,overcast clouds,71.0,100.0,8.75,0.0,0.0
221,Mohawk Mountain,https://www.skiresort.info/ski-resort/mohawk-mountain/,67.0,Cornwall,Connecticut,8.0,3.0,2.0,3.0,"[-73.31028392903228, 41.834759101612924]",,http://www.mohawkmtn.com/,-73.31028392903228,41.834759101612924,02/23/21,23:43:00,45.0181,-74.7281,36.28399999999999,25.844000000000072,35.6,37.4,overcast clouds,75.0,90.0,5.14,43.0,52.0
222,Bear Paw Ski Bowl,https://www.skiresort.info/ski-resort/bear-paw-ski-bowl/,25.0,Havre,Montana,10.0,3.0,6.0,1.0,"[-109.67016220093, 48.164196239666]",Montana,http://skibearpaw.com/,-109.67016220093,48.164196239666,,,,,,,,,,,,,,
223,Big Bear at Masthope Mountain,https://www.skiresort.info/ski-resort/big-bear-at-masthope-mountain/,64.0,Scranton,Pennsylvania,7.0,3.0,2.0,2.0,,,,,,02/23/21,23:43:00,41.409,-75.6624,36.122000000000035,25.86200000000006,32.0,39.2,broken clouds,65.0,75.0,4.63,34.0,41.0
224,Bousquet,https://www.skiresort.info/ski-resort/bousquet/,47.0,Pittsfield,Massachusetts,8.0,3.0,2.0,3.0,,,,,,02/23/21,23:43:00,42.4501,-73.2454,36.320000000000064,23.50400000000005,35.006000000000036,37.004000000000055,overcast clouds,80.0,90.0,7.2,47.0,69.0
225,Alpine Mountain Ski & Snow Tubing Center  (temporarily closed),https://www.skiresort.info/ski-resort/alpine-mountain-ski-snow-tubing-center/,55.0,Henryville,Pennsylvania,8.0,2.0,4.0,2.0,,,,,,02/23/21,23:43:00,38.5417,-85.7677,35.636000000000074,27.464000000000034,33.008,37.99400000000007,clear sky,68.0,0.0,3.04,0.0,0.0
226,Royal Mountain,https://www.skiresort.info/ski-resort/royal-mountain/,45.0,Caroga Lake,Capital-Saratoga Region,7.5,2.5,3.0,2.0,"[-74.50704627449666, 43.083763409395985]",New York,,-74.50704627449666,43.083763409395985,02/23/21,23:43:00,43.1378,-74.4813,35.87000000000006,22.87400000000001,35.6,35.996000000000045,light rain,93.0,90.0,7.72,67.0,86.0
227,Badger Pass,https://www.skiresort.info/ski-resort/badger-pass/,62.0,Mariposa,California,10.0,3.5,5.0,1.5,,,,,,02/23/21,22:43:00,37.4849,-119.9663,44.54600000000005,41.648000000000025,35.996000000000045,51.008,clear sky,82.0,0.0,0.45,0.0,0.0
228,Afton Alps,https://www.skiresort.info/ski-resort/afton-alps/,58.0,Hastings,Minnesota,8.0,3.0,3.0,2.0,,,,,,02/23/21,04:43:00,50.8552,0.5729,50.09000000000002,42.58399999999999,48.00200000000007,51.008,overcast clouds,73.0,100.0,4.47,0.0,0.0
229,Massanutten,https://www.skiresort.info/ski-resort/massanutten/,77.0,Massanutten,Virginia,8.0,2.0,3.5,2.5,,,,,,02/23/21,23:43:00,38.4096,-78.7378,36.21200000000006,28.18399999999999,35.006000000000036,39.2,clear sky,56.0,1.0,2.57,0.0,0.0
230,Hesperus Ski Area,https://www.skiresort.info/ski-resort/hesperus-ski-area/,39.0,Durango,Colorado,10.0,3.0,5.0,2.0,"[-108.05749023579551, 37.296471016477305]",,http://ski-hesperus.com/,-108.05749023579551,37.296471016477305,02/23/21,05:42:00,24.8333,-104.8333,56.33600000000007,49.02800000000007,56.33600000000007,56.33600000000007,broken clouds,37.0,62.0,2.78,0.0,0.0
231,Spring Mountain,https://www.skiresort.info/ski-resort/spring-mountain/,48.0,Schwenksville,Pennsylvania,8.5,4.0,2.5,2.0,,,,,,02/23/21,23:43:00,40.2562,-75.4638,41.0,34.10600000000003,41.0,41.0,clear sky,56.0,1.0,2.06,0.0,0.0
232,Roundtop,https://www.skiresort.info/ski-resort/roundtop/,73.0,Lewisberry,Pennsylvania,7.5,1.5,3.0,3.0,,,,,,02/23/21,23:43:00,40.1351,-76.8597,39.092,31.802000000000078,35.006000000000036,42.8,clear sky,52.0,1.0,2.06,0.0,0.0
233,Mt. La Crosse,https://www.skiresort.info/ski-resort/mt-la-crosse/,56.0,La Crosse,Wisconsin,7.0,1.5,3.0,2.5,,,,,,02/23/21,22:43:00,43.8014,-91.2396,37.346000000000046,30.920000000000066,35.6,39.00200000000007,clear sky,75.0,1.0,2.06,17.0,24.0
234,Sitzmark,https://www.skiresort.info/ski-resort/sitzmark/,45.0,Oroville,Washington State,7.5,2.0,3.0,2.5,,,,,,02/23/21,20:43:00,39.5138,-121.5564,59.180000000000035,51.242,57.00200000000007,60.8,clear sky,31.0,1.0,3.09,0.0,0.0
235,Mt. Lemmon Ski Valley,https://www.skiresort.info/ski-resort/mt-lemmon-ski-valley/,47.0,Summerhaven,Arizona,8.5,2.5,4.0,2.0,"[-110.78071393510359, 32.44556556186747]",Arizona,http://www.skithelemmon.com/,-110.78071393510359,32.44556556186747,02/23/21,21:43:00,32.4448,-110.7606,54.6260000000001,47.51600000000001,51.008,59.0,clear sky,19.0,0.0,1.23,0.0,0.0
236,Laurel Mountain,https://www.skiresort.info/ski-resort/laurel-mountain/,64.0,Jennerstown,Pennsylvania,8.0,4.0,3.0,1.0,,,,,,02/23/21,23:43:00,40.1598,-79.0664,35.38399999999999,19.83200000000001,33.008,37.004000000000055,clear sky,80.0,1.0,9.26,10.0,58.0
237,Norway Mountain,https://www.skiresort.info/ski-resort/norway-mountain/,,Norway,Michigan,8.0,2.5,3.5,2.0,"[-87.86855870907, 45.79081623434654]",Michigan,,-87.86855870907,45.79081623434654,02/23/21,05:43:00,45.7869,-87.9037,34.952000000000076,26.47400000000001,33.998000000000026,35.996000000000045,light snow,64.0,90.0,3.09,0.0,0.0
238,Black Mountain – Rumford,https://www.skiresort.info/ski-resort/black-mountain-rumford/,45.0,Rumford,Maine,8.0,2.0,3.5,2.5,,,,,,02/23/21,23:43:00,44.5537,-70.5509,31.298000000000023,25.646000000000054,30.002000000000077,33.008,overcast clouds,92.0,100.0,1.35,19.0,82.0
239,Alpine Valley Resort – Elkhorn,https://www.skiresort.info/ski-resort/alpine-valley-resort-elkhorn/,66.0,Elkhorn,Wisconsin,4.0,1.5,1.5,1.0,,,,,,02/23/21,22:43:00,42.6728,-88.5445,35.40200000000008,26.294000000000075,35.006000000000036,35.6,clear sky,80.0,1.0,4.15,19.0,0.0
240,Ski Brule,https://www.skiresort.info/ski-resort/ski-brule/,55.0,Iron River,Michigan,7.5,2.0,4.0,1.5,"[-88.70555992912088, 46.02833367252754]",Michigan,,-88.70555992912088,46.02833367252754,02/23/21,21:43:00,46.0927,-88.6423,33.260000000000076,27.51800000000009,33.008,33.8,snow,75.0,90.0,1.12,16.0,0.0
241,Ski Brule,https://www.skiresort.info/ski-resort/ski-brule/,55.0,Iron River,Michigan,7.5,2.0,4.0,1.5,"[-88.699285, 46.02907200000001]",Michigan,,-88.699285,46.02907200000001,02/23/21,21:43:00,46.0927,-88.6423,33.260000000000076,27.51800000000009,33.008,33.8,snow,75.0,90.0,1.12,16.0,0.0
242,Cataloochee,https://www.skiresort.info/ski-resort/cataloochee/,70.0,Waynesville,North Carolina,6.0,1.5,3.0,1.5,,,,,,02/23/21,23:43:00,35.4887,-82.9887,43.17800000000007,36.14000000000002,42.008,44.6,clear sky,49.0,1.0,2.06,0.0,0.0
243,Las Vegas Ski and Snowboard Resort – Lee Canyon,https://www.skiresort.info/ski-resort/las-vegas-ski-and-snowboard-resort-lee-canyon/,72.0,Las Vegas,Nevada,7.3,0.3,5.0,2.0,,,,,,02/23/21,20:43:00,36.175,-115.1372,64.058,52.10600000000003,59.0,69.8,clear sky,9.0,1.0,4.63,0.0,0.0
244,Hogadon Ski Area,https://www.skiresort.info/ski-resort/hogadon-ski-area/,,Casper,Wyoming,5.0,1.9,1.6,1.5,"[-106.33942777777997, 42.744961111110996]",Wyoming,,-106.33942777777997,42.744961111110996,02/23/21,21:43:00,42.8666,-106.3131,25.898000000000025,16.591999999999995,24.998000000000022,26.6,overcast clouds,63.0,90.0,3.09,28.0,0.0
245,McCauly Mountain,https://www.skiresort.info/ski-resort/mccauly-mountain/,30.0,Old Forge,Central New York,9.0,3.0,4.0,2.0,,,,,,02/23/21,04:43:00,41.3712,-75.7349,36.122000000000035,25.86200000000006,32.0,39.2,broken clouds,65.0,75.0,4.63,0.0,0.0
246,Powder Ridge Mountain Park & Resort,https://www.skiresort.info/ski-resort/powder-ridge-mountain-park-resort/,49.0,Middlefield,Connecticut,5.5,2.5,2.0,1.0,,,,,,02/23/21,04:43:00,41.461999999999996,-81.0737,34.988000000000035,30.614000000000033,33.998000000000026,35.996000000000045,overcast clouds,83.0,92.0,0.45,0.0,0.0
247,Camden Snow Bowl,https://www.skiresort.info/ski-resort/camden-snow-bowl/,43.0,Camden,Maine,6.0,1.2,3.6,1.2,"[-69.13713665332952, 44.21480709886363]",Maine,http://www.camdensnowbowl.com/,-69.13713665332952,44.21480709886363,02/23/21,23:43:00,39.7835,-74.9663,44.6,36.248000000000026,44.6,44.6,clear sky,57.0,1.0,3.6,0.0,0.0
248,Mt. Southington,https://www.skiresort.info/ski-resort/mt-southington/,60.0,Southington,Connecticut,5.8,2.0,3.0,0.8,,,,,,02/23/21,04:43:00,41.6005,-72.8783,39.506000000000036,33.13399999999999,37.004000000000055,42.8,overcast clouds,70.0,90.0,2.06,0.0,0.0
249,Snow Trails,https://www.skiresort.info/ski-resort/snow-trails/,52.0,Mansfield,Ohio,5.3,1.5,2.8,1.0,"[-82.50172101875, 40.67106308125001]",Ohio,,-82.50172101875,40.67106308125001,02/23/21,04:43:00,53.1333,-1.2,53.996000000000045,49.80200000000008,53.996000000000045,53.996000000000045,overcast clouds,89.0,100.0,3.58,0.0,0.0
250,Mt. Eyak,https://www.skiresort.info/ski-resort/mt-eyak/,30.0,Cordova,Alaska,5.0,1.0,2.0,2.0,"[-145.7413144808988, 60.55140542528095]",Alaska,,-145.7413144808988,60.55140542528095,,,,,,,,,,,,,,
